,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
1608,,,4000,4000,4000.0, 36 months,8.19,125.7,A,A4,Process Operator,2 years,RENT,48000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,561xx,MN,17.33,0.0,Aug-2009,0.0,40.0,,8.0,0.0,3403,69.4,16.0,w,3802.53,3802.53,248.67,248.67,197.47,51.2,0.0,0.0,0.0,Feb-2019,125.7,Mar-2019,Feb-2019,0.0,40.0,1,Individual,,,,0.0,54.0,14084.0,1.0,3.0,1.0,1.0,1.0,10681.0,52.0,0.0,1.0,1173.0,56.0,4900.0,0.0,1.0,0.0,2.0,1761.0,1497.0,69.4,0.0,0.0,112.0,47.0,14.0,1.0,0.0,14.0,,,,3.0,4.0,4.0,5.0,6.0,7.0,5.0,7.0,4.0,8.0,0.0,0.0,0.0,1.0,81.3,60.0,0.0,0.0,25294.0,14084.0,4900.0,20394.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1609,,,8500,8500,8500.0, 36 months,15.02,294.74,C,C3,,,RENT,33566.0,Not Verified,Dec-2018,Current,n,,,other,Other,183xx,PA,23.13,0.0,Apr-2007,0.0,,,7.0,0.0,8917,66.5,13.0,w,8120.95,8120.95,578.84,578.84,379.05,199.79,0.0,0.0,0.0,Feb-2019,294.74,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,16467.0,1.0,2.0,1.0,2.0,6.0,7550.0,71.0,0.0,1.0,3584.0,69.0,13400.0,1.0,0.0,0.0,3.0,2352.0,2244.0,79.6,0.0,0.0,128.0,140.0,21.0,6.0,0.0,21.0,,16.0,,0.0,3.0,4.0,3.0,5.0,4.0,5.0,9.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,24056.0,16467.0,11000.0,10656.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1610,,,6500,6500,6500.0, 36 months,10.72,211.95,B,B2,,< 1 year,RENT,85000.0,Not Verified,Dec-2018,Current,n,,,small_business,Business,800xx,CO,13.36,0.0,Oct-1995,1.0,67.0,,7.0,0.0,11127,34.8,19.0,w,6190.86,6190.86,418.09,418.09,309.14,108.95,0.0,0.0,0.0,Feb-2019,211.95,Mar-2019,Feb-2019,0.0,67.0,1,Individual,,,,0.0,0.0,24401.0,1.0,1.0,1.0,3.0,10.0,13274.0,83.0,3.0,3.0,4900.0,51.0,32000.0,1.0,0.0,2.0,6.0,3486.0,18373.0,37.7,0.0,0.0,123.0,278.0,1.0,1.0,2.0,1.0,,0.0,67.0,3.0,4.0,4.0,4.0,5.0,8.0,6.0,9.0,4.0,7.0,0.0,0.0,0.0,4.0,78.9,0.0,0.0,0.0,48000.0,24401.0,29500.0,16000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1611,,,20000,20000,20000.0, 36 months,16.14,704.53,C,C4,,< 1 year,OWN,85000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,11.69,0.0,May-1994,0.0,,,16.0,0.0,23346,75.3,17.0,w,19123.08,19123.08,1382.16,1382.16,876.92,505.24,0.0,0.0,0.0,Feb-2019,704.53,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,520.0,23346.0,0.0,0.0,0.0,0.0,,0.0,,1.0,10.0,9074.0,75.0,31000.0,1.0,0.0,1.0,10.0,1459.0,4285.0,83.6,0.0,0.0,,295.0,9.0,9.0,0.0,17.0,,9.0,,0.0,8.0,10.0,9.0,9.0,0.0,16.0,17.0,10.0,16.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,31000.0,23346.0,26200.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1612,,,1400,1400,1400.0, 36 months,8.19,44.0,A,A4,auto technician,10+ years,RENT,35000.0,Not Verified,Dec-2018,Current,n,,,car,Car financing,068xx,CT,6.31,0.0,Jun-2013,1.0,,,14.0,0.0,2434,12.7,16.0,f,1079.4,1079.4,337.04,337.04,320.6,16.44,0.0,0.0,0.0,Feb-2019,44.0,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,2355.0,2434.0,0.0,0.0,0.0,1.0,13.0,0.0,,5.0,7.0,1232.0,13.0,19200.0,1.0,0.0,1.0,8.0,174.0,10979.0,15.5,0.0,0.0,66.0,53.0,7.0,7.0,0.0,7.0,,0.0,,0.0,6.0,8.0,9.0,9.0,2.0,14.0,14.0,8.0,14.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,19200.0,2434.0,13000.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1613,,,20000,20000,20000.0, 36 months,10.33,648.45,B,B1,Sales Associate,3 years,RENT,32000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,751xx,TX,17.1,0.0,Sep-1995,0.0,38.0,,11.0,0.0,20389,30.3,29.0,w,19043.33,19043.33,1279.68,1279.68,956.67,323.01,0.0,0.0,0.0,Feb-2019,648.45,Mar-2019,Feb-2019,0.0,49.0,1,Joint App,70000.0,21.94,Not Verified,0.0,0.0,20389.0,0.0,0.0,0.0,0.0,52.0,0.0,,1.0,2.0,7319.0,30.0,67400.0,0.0,0.0,0.0,2.0,2039.0,42880.0,32.0,0.0,0.0,56.0,279.0,11.0,11.0,1.0,11.0,38.0,13.0,38.0,0.0,6.0,7.0,9.0,18.0,2.0,11.0,26.0,7.0,11.0,0.0,0.0,0.0,1.0,93.1,12.5,0.0,0.0,67400.0,20389.0,63100.0,0.0,41662.0,Sep-1995,0.0,0.0,16.0,34.2,2.0,18.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1614,,,26600,26600,26600.0, 36 months,15.02,922.36,C,C3,Vice President,1 year,MORTGAGE,221000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,317xx,GA,12.8,4.0,Aug-2007,1.0,6.0,,11.0,0.0,18689,44.4,29.0,w,25413.79,25413.79,1811.43,1811.43,1186.21,625.22,0.0,0.0,0.0,Feb-2019,922.36,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,338359.0,1.0,4.0,0.0,2.0,15.0,108384.0,36.0,1.0,1.0,8036.0,40.0,42100.0,0.0,0.0,1.0,3.0,30760.0,19581.0,36.2,0.0,0.0,136.0,97.0,0.0,0.0,2.0,51.0,12.0,0.0,12.0,0.0,3.0,5.0,3.0,3.0,21.0,6.0,6.0,5.0,11.0,0.0,0.0,0.0,1.0,75.9,66.7,0.0,0.0,452515.0,127073.0,30700.0,145914.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1615,,,16000,16000,16000.0, 36 months,6.46,490.1,A,A1,Project Manager Web Design,4 years,OWN,44000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,13.75,0.0,Aug-2001,0.0,,96.0,12.0,1.0,16881,67.0,24.0,w,15189.89,15189.89,971.59,971.59,810.11,161.48,0.0,0.0,0.0,Feb-2019,490.1,Mar-2019,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,46653.0,0.0,5.0,0.0,0.0,105.0,29772.0,104.0,1.0,2.0,7373.0,86.0,25200.0,0.0,0.0,0.0,2.0,3888.0,2769.0,85.7,0.0,0.0,208.0,88.0,11.0,11.0,6.0,21.0,,,,0.0,4.0,5.0,5.0,5.0,10.0,7.0,8.0,5.0,12.0,0.0,0.0,0.0,1.0,100.0,80.0,1.0,0.0,53971.0,46653.0,19300.0,28771.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1616,,,5575,5575,5575.0, 36 months,10.72,181.79,B,B2,Rapid Rehousing Case Manager,2 years,RENT,40320.0,Source Verified,Dec-2018,Current,n,,,car,Car financing,770xx,TX,0.74,0.0,Apr-2009,0.0,,,2.0,0.0,1158,14.8,5.0,w,5310.08,5310.08,333.7,333.7,264.92,68.78,0.0,0.0,0.0,Feb-2019,181.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,1158.0,0.0,0.0,0.0,0.0,33.0,0.0,,0.0,0.0,1158.0,15.0,7800.0,0.0,0.0,0.0,0.0,579.0,6642.0,14.8,0.0,0.0,116.0,54.0,49.0,33.0,0.0,49.0,,,,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7800.0,1158.0,7800.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1617,,,19000,19000,19000.0, 36 months,6.46,581.99,A,A1,,< 1 year,MORTGAGE,150000.0,Not Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,283xx,NC,17.19,0.0,Mar-1989,1.0,,,18.0,0.0,49359,5.6,31.0,w,18038.0,18038.0,1153.75,1153.75,962.0,191.75,0.0,0.0,0.0,Feb-2019,581.99,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,449279.0,1.0,3.0,1.0,1.0,10.0,99152.0,37.0,0.0,2.0,5620.0,8.0,215800.0,1.0,1.0,2.0,4.0,24960.0,140228.0,5.6,0.0,0.0,227.0,357.0,17.0,5.0,5.0,17.0,,4.0,,0.0,5.0,8.0,10.0,13.0,6.0,14.0,20.0,8.0,18.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,637562.0,148511.0,148500.0,120262.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1618,,,33600,33600,33600.0, 60 months,19.92,888.7,D,D3,Track Inspector ,10+ years,RENT,90000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,935xx,CA,27.15,0.0,Oct-2005,0.0,,,15.0,0.0,36237,61.4,24.0,w,32932.63,32932.63,1721.62,1721.62,667.37,1054.25,0.0,0.0,0.0,Feb-2019,888.7,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,61432.0,0.0,2.0,0.0,0.0,41.0,25195.0,14.0,1.0,3.0,8160.0,56.0,59000.0,0.0,1.0,0.0,3.0,4095.0,6463.0,83.9,0.0,0.0,63.0,158.0,11.0,11.0,0.0,11.0,,17.0,,0.0,7.0,12.0,7.0,11.0,3.0,13.0,21.0,12.0,15.0,0.0,0.0,0.0,1.0,100.0,71.4,0.0,0.0,115193.0,61432.0,40200.0,56193.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1619,,,7200,7200,7200.0, 36 months,7.02,222.39,A,A2,Customer Service Rep,3 years,RENT,52000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,662xx,KS,36.81,0.0,May-2005,1.0,,,14.0,0.0,7077,11.9,40.0,w,6838.41,6838.41,440.57,440.57,361.59,78.98,0.0,0.0,0.0,Feb-2019,222.39,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,79918.0,4.0,3.0,3.0,4.0,4.0,72841.0,95.0,1.0,1.0,6772.0,59.0,59300.0,1.0,2.0,1.0,5.0,5708.0,46723.0,13.2,0.0,0.0,159.0,163.0,2.0,2.0,0.0,2.0,,6.0,,0.0,3.0,3.0,8.0,10.0,25.0,11.0,15.0,3.0,14.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,136295.0,79918.0,53800.0,76995.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1620,,,12000,12000,12000.0, 60 months,16.91,297.66,C,C5,receiver,4 years,RENT,33384.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,934xx,CA,8.88,1.0,Oct-2005,1.0,17.0,,12.0,0.0,10171,56.2,27.0,w,11741.07,11741.07,578.41,578.41,258.93,319.48,0.0,0.0,0.0,Feb-2019,297.66,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,46561.0,1.0,4.0,1.0,1.0,7.0,32528.0,99.0,2.0,4.0,3955.0,84.0,18100.0,0.0,3.0,1.0,5.0,3880.0,5933.0,61.5,1.0,0.0,137.0,158.0,4.0,4.0,1.0,4.0,,4.0,17.0,1.0,3.0,4.0,5.0,7.0,9.0,7.0,17.0,4.0,12.0,0.0,0.0,0.0,3.0,88.9,60.0,0.0,0.0,72760.0,42699.0,15400.0,32757.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1621,,,30000,30000,30000.0, 60 months,17.97,761.32,D,D1,Branch Manager,10+ years,MORTGAGE,80000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,703xx,LA,23.58,0.0,Apr-2002,1.0,,,8.0,0.0,23877,70.0,17.0,w,29371.18,29371.18,1253.1,1253.1,628.82,624.28,0.0,0.0,0.0,Feb-2019,761.32,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,103127.0,0.0,3.0,0.0,1.0,14.0,79250.0,70.0,0.0,0.0,9566.0,70.0,34100.0,2.0,0.0,1.0,1.0,12891.0,2657.0,89.2,0.0,0.0,200.0,171.0,77.0,14.0,0.0,101.0,,3.0,,0.0,3.0,4.0,3.0,6.0,6.0,5.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,128684.0,103127.0,24500.0,94584.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1622,,,22000,22000,22000.0, 36 months,10.33,713.3,B,B1,Sanitation Engineer,10+ years,RENT,58000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,970xx,OR,18.62,0.0,Oct-2005,0.0,51.0,,7.0,0.0,2102,10.2,16.0,w,21476.08,21476.08,757.49,757.49,523.92,233.57,0.0,0.0,0.0,Feb-2019,776.43,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,26942.0,0.0,3.0,1.0,2.0,7.0,24840.0,66.0,1.0,2.0,836.0,46.0,20700.0,2.0,4.0,1.0,4.0,3849.0,17798.0,9.7,0.0,0.0,132.0,158.0,10.0,7.0,0.0,10.0,,7.0,,0.0,3.0,4.0,3.0,8.0,7.0,4.0,9.0,4.0,7.0,0.0,0.0,0.0,2.0,93.8,0.0,0.0,0.0,58209.0,26942.0,19700.0,37509.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1623,,,8500,8500,8500.0, 36 months,14.47,292.46,C,C2,,3 years,MORTGAGE,80000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,633xx,MO,12.69,2.0,Nov-1996,1.0,2.0,,12.0,0.0,9071,17.0,40.0,w,7811.72,7811.72,874.67,874.67,688.28,186.39,0.0,0.0,0.0,Feb-2019,292.46,Mar-2019,Feb-2019,0.0,,1,Joint App,105000.0,12.15,,0.0,0.0,40517.0,0.0,1.0,0.0,1.0,21.0,31446.0,,0.0,3.0,3064.0,17.0,53500.0,2.0,3.0,7.0,5.0,3376.0,35597.0,11.7,0.0,0.0,179.0,265.0,20.0,20.0,3.0,21.0,2.0,3.0,2.0,0.0,3.0,4.0,7.0,10.0,20.0,11.0,17.0,4.0,12.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.0,97040.0,40517.0,40300.0,43540.0,18237.0,Jun-2000,1.0,2.0,7.0,46.3,0.0,13.0,0.0,0.0,24.0,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1624,,,15000,15000,15000.0, 60 months,15.02,357.01,C,C3,Teacher,10+ years,MORTGAGE,74000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,786xx,TX,39.17,0.0,Jul-1998,0.0,53.0,,14.0,0.0,12514,47.8,24.0,w,14659.36,14659.36,695.24,695.24,340.64,354.6,0.0,0.0,0.0,Feb-2019,357.01,Mar-2019,Feb-2019,0.0,53.0,1,Joint App,137000.0,22.69,Not Verified,0.0,0.0,396275.0,0.0,5.0,2.0,3.0,9.0,96143.0,82.0,0.0,0.0,7261.0,76.0,26200.0,3.0,0.0,4.0,3.0,28305.0,2799.0,81.1,0.0,0.0,120.0,245.0,63.0,9.0,2.0,64.0,53.0,7.0,53.0,0.0,4.0,5.0,5.0,8.0,10.0,8.0,12.0,5.0,14.0,0.0,0.0,0.0,2.0,87.5,60.0,0.0,0.0,442614.0,108657.0,14800.0,116814.0,45577.0,Mar-1985,0.0,2.0,14.0,44.4,3.0,14.0,0.0,0.0,53.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1625,,,3200,3200,3200.0, 36 months,16.91,113.95,C,C5,Escrow Officer,3 years,MORTGAGE,68700.0,Not Verified,Dec-2018,Current,n,,,car,Car financing,450xx,OH,28.05,0.0,Mar-2010,1.0,,114.0,6.0,1.0,56750,77.6,13.0,w,3061.32,3061.32,223.39,223.39,138.68,84.71,0.0,0.0,0.0,Feb-2019,113.95,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,169752.0,1.0,3.0,1.0,3.0,6.0,113002.0,63.0,0.0,0.0,49530.0,67.0,59300.0,2.0,0.0,1.0,3.0,28292.0,2550.0,77.6,0.0,0.0,99.0,105.0,72.0,6.0,0.0,72.0,,6.0,,0.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,66.7,1.0,0.0,181300.0,169752.0,59300.0,122000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1626,,,13000,13000,13000.0, 60 months,8.19,264.78,A,A4,It Support,< 1 year,MORTGAGE,45000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,850xx,AZ,20.75,0.0,Apr-2007,0.0,,,11.0,0.0,16149,39.7,18.0,w,12646.69,12646.69,520.69,520.69,353.31,167.38,0.0,0.0,0.0,Feb-2019,264.78,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,231817.0,0.0,2.0,0.0,1.0,23.0,8807.0,56.0,1.0,1.0,5253.0,44.0,40700.0,0.0,0.0,2.0,3.0,21074.0,20893.0,37.4,0.0,0.0,137.0,140.0,11.0,11.0,2.0,57.0,,11.0,,0.0,3.0,5.0,5.0,7.0,6.0,8.0,10.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,266366.0,24956.0,33400.0,15666.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1627,,,4000,4000,4000.0, 36 months,17.97,144.55,D,D1,Practice performance specialist ,2 years,RENT,55000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,103xx,NY,14.34,3.0,Oct-2007,2.0,17.0,,9.0,0.0,2611,43.5,28.0,w,3829.43,3829.43,283.11,283.11,170.57,112.54,0.0,0.0,0.0,Feb-2019,144.55,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,47197.0,1.0,3.0,1.0,2.0,6.0,44586.0,98.0,2.0,4.0,1210.0,91.0,6000.0,1.0,0.0,2.0,6.0,5244.0,890.0,72.2,0.0,0.0,134.0,89.0,10.0,6.0,0.0,18.0,,0.0,17.0,0.0,2.0,4.0,2.0,2.0,14.0,6.0,14.0,4.0,9.0,0.0,0.0,0.0,3.0,84.6,0.0,0.0,0.0,51613.0,47197.0,3200.0,45613.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1628,,,24000,24000,24000.0, 60 months,11.8,531.45,B,B4,Electric Systems Associate ,10+ years,RENT,57948.0,Source Verified,Dec-2018,Fully Paid,n,,,major_purchase,Major purchase,320xx,FL,23.98,0.0,Jul-2004,0.0,,92.0,18.0,1.0,18806,36.2,29.0,w,0.0,0.0,24010.6986666668,24010.7,24000.0,10.7,0.0,0.0,0.0,Jan-2019,24034.3,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,39295.0,0.0,2.0,0.0,1.0,23.0,20489.0,54.0,1.0,5.0,7916.0,44.0,52000.0,0.0,6.0,3.0,6.0,2183.0,10153.0,46.0,0.0,0.0,121.0,173.0,7.0,7.0,0.0,7.0,,6.0,,0.0,3.0,8.0,5.0,6.0,5.0,16.0,24.0,8.0,18.0,0.0,0.0,0.0,1.0,100.0,20.0,1.0,0.0,89943.0,39295.0,18800.0,37943.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1629,,,20000,20000,20000.0, 36 months,7.56,622.68,A,A3,Registered Nurse,10+ years,MORTGAGE,161000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,931xx,CA,7.33,0.0,Jul-2005,1.0,,,7.0,0.0,11971,52.5,12.0,w,19003.51,19003.51,1232.76,1232.76,996.49,236.27,0.0,0.0,0.0,Feb-2019,622.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,1047110.0,0.0,1.0,0.0,1.0,24.0,8349.0,42.0,0.0,0.0,5110.0,48.0,22800.0,1.0,0.0,4.0,1.0,149587.0,4829.0,71.3,0.0,0.0,125.0,161.0,46.0,24.0,3.0,46.0,,1.0,,1.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,91.7,33.3,0.0,0.0,1116968.0,20320.0,16800.0,20000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1630,,,5500,5500,5500.0, 36 months,10.72,179.34,B,B2,Sergeant ,6 years,RENT,52000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,294xx,SC,15.81,1.0,Feb-2013,1.0,23.0,,3.0,0.0,5458,80.3,12.0,w,5238.42,5238.42,353.77,353.77,261.58,92.19,0.0,0.0,0.0,Feb-2019,179.34,Mar-2019,Feb-2019,0.0,23.0,1,Individual,,,,0.0,0.0,6313.0,0.0,1.0,0.0,0.0,28.0,855.0,3.0,0.0,0.0,0.0,16.0,6800.0,1.0,6.0,2.0,0.0,2104.0,,,0.0,0.0,68.0,69.0,42.0,28.0,0.0,,,1.0,26.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,90.9,,0.0,0.0,39300.0,6313.0,0.0,32500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1631,,,21775,21775,21775.0, 60 months,10.33,466.2,B,B1,,< 1 year,MORTGAGE,540000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,999xx,AK,9.23,0.0,Sep-1978,2.0,33.0,,20.0,0.0,77943,50.0,47.0,w,21215.09,21215.09,913.66,913.66,559.91,353.75,0.0,0.0,0.0,Feb-2019,466.2,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,1147677.0,0.0,4.0,1.0,2.0,10.0,71473.0,63.0,0.0,0.0,21123.0,53.0,155800.0,1.0,4.0,3.0,2.0,60404.0,47635.0,54.3,0.0,0.0,189.0,483.0,60.0,10.0,8.0,61.0,,0.0,,0.0,6.0,10.0,6.0,7.0,16.0,13.0,23.0,10.0,20.0,0.0,0.0,0.0,1.0,95.7,33.3,0.0,0.0,1358479.0,149416.0,104300.0,118882.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1632,,,8000,8000,8000.0, 36 months,10.33,259.38,B,B1,,< 1 year,RENT,50000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,895xx,NV,10.42,0.0,May-2015,2.0,,,12.0,0.0,7557,48.8,17.0,w,7617.33,7617.33,511.87,511.87,382.67,129.2,0.0,0.0,0.0,Feb-2019,259.38,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,37897.0,3.0,5.0,2.0,5.0,4.0,30340.0,103.0,2.0,3.0,3152.0,84.0,15500.0,3.0,2.0,5.0,8.0,3158.0,4346.0,61.5,0.0,0.0,40.0,43.0,4.0,4.0,0.0,4.0,,4.0,,0.0,4.0,5.0,4.0,5.0,8.0,7.0,9.0,5.0,12.0,0.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,45015.0,37897.0,11300.0,29515.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
1633,,,22400,22400,22400.0, 36 months,18.94,820.42,D,D2,Civil Engineering Tech,10+ years,MORTGAGE,68000.0,Not Verified,Dec-2018,Fully Paid,n,,,renewable_energy,Green loan,278xx,NC,11.77,0.0,Jul-2005,0.0,25.0,,2.0,0.0,4860,81.0,9.0,w,0.0,0.0,22694.6268888892,22694.63,22400.0,294.63,0.0,0.0,0.0,Jan-2019,22729.98,,Feb-2019,0.0,,1,Joint App,166000.0,13.46,Not Verified,0.0,0.0,26675.0,0.0,1.0,1.0,1.0,8.0,21815.0,91.0,0.0,0.0,0.0,89.0,6000.0,2.0,0.0,2.0,1.0,13338.0,,,0.0,0.0,161.0,155.0,51.0,8.0,0.0,,25.0,9.0,25.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,88.9,,0.0,0.0,30000.0,26675.0,0.0,24000.0,30093.0,Apr-2006,2.0,0.0,5.0,82.9,1.0,21.0,1.0,0.0,15.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
